descriptor_id	trace_id	size	live_count	allocation_calls	requested_bytes
15137	7232	832	1	1	832
15138	7233	832	1	1	832
15139	7234	832	1	1	832
15140	7271	832	1	1	832
15141	7305	832	1	1	832
15142	7235	832	1	1	832
4140	3779	2	415	415	830
6997	6042	415	2	2	830
7041	6042	830	1	1	830
27129	21444	828	1	1	828
9203	6042	827	1	1	827
7315	6042	413	2	2	826
7895	6042	826	1	1	826
9087	6042	825	1	1	825
7193	6042	412	2	2	824
24525	10995	824	1	1	824
7323	6042	274	3	3	822
8699	6042	411	2	2	822
6863	6042	821	1	1	821
7317	6042	205	4	4	820
8737	6042	410	2	2	820
9297	6042	164	5	5	820
19954	7810	4	205	18474	820
19955	7811	4	205	18474	820
20004	7857	4	205	18269	820
20005	7858	4	205	18269	820
20062	7926	4	205	18474	820
20063	7927	4	205	18474	820
32166	34025	4	205	7380	820
8321	6042	408	2	2	816
6211	6042	163	5	5	815
6271	6042	116	7	7	812
7705	6042	406	2	2	812
9705	6042	811	1	1	811
4498	3840	5	162	162	810
8489	6042	270	3	3	810
9585	6042	808	1	1	808
19670	7209	808	1	1	808
19671	7210	808	1	1	808
19672	7211	808	1	1	808
19673	7267	808	1	1	808
19674	7268	808	1	1	808
19675	7212	808	1	1	808
19689	7232	808	1	1	808
19690	7233	808	1	1	808
19691	7234	808	1	1	808
19692	7270	808	1	1	808
19693	7271	808	1	1	808
19694	7235	808	1	1	808
24632	11282	808	1	1	808
8745	6042	805	1	1	805
11745	6062	268	3	3	804
11746	6063	268	3	3	804
11747	6064	268	3	3	804
11748	6065	268	3	3	804
8791	6042	400	2	2	800
15282	7209	800	1	1	800
15283	7210	800	1	1	800
15284	7211	800	1	1	800
15288	7267	800	1	1	800
15289	7268	800	1	1	800
15290	7212	800	1	1	800
15307	7232	800	1	1	800
15308	7233	800	1	1	800
15309	7234	800	1	1	800
15310	7270	800	1	1	800
15311	7271	800	1	1	800
15312	7235	800	1	1	800
18765	7209	400	2	2	800
18766	7210	400	2	2	800
18767	7211	400	2	2	800
18768	7267	400	2	2	800
18770	7212	400	2	2	800
18783	7232	400	2	2	800
18784	7233	400	2	2	800
18785	7234	400	2	2	800
18786	7270	400	2	2	800
18788	7235	400	2	2	800
4492	3840	7	114	114	798
6645	6042	133	6	6	798
7197	6042	399	2	2	798
8215	6042	797	1	1	797
8205	6042	796	1	1	796
9539	6042	794	1	1	794
11090	6059	264	3	3	792
15463	7206	264	3	3	792
15464	7207	264	3	3	792
15465	7208	264	3	3	792
15483	7229	264	3	3	792
15484	7230	264	3	3	792
15485	7231	264	3	3	792
21675	7268	264	3	3	792
21691	7271	264	3	3	792
6735	6042	158	5	5	790
8803	6042	790	1	1	790
8827	6042	395	2	2	790
9803	6042	788	1	1	788
14952	7209	788	1	1	788
14953	7210	788	1	1	788
14954	7211	788	1	1	788
14955	7267	788	1	1	788
14956	7268	788	1	1	788
14957	7212	788	1	1	788
14973	7232	788	1	1	788
14974	7233	788	1	1	788
14975	7234	788	1	1	788
14976	7270	788	1	1	788
14977	7271	788	1	1	788
14978	7235	788	1	1	788
9643	6042	785	1	1	785
25186	14066	56	14	78	784
6991	6042	261	3	3	783
28332	21444	783	1	1	783
6143	6042	781	1	1	781
5651	5841	52	15	15	780
6589	6042	195	4	4	780
6927	6042	156	5	5	780
17489	7206	780	1	1	780
17490	7207	780	1	1	780
17491	7208	780	1	1	780
17508	7229	780	1	1	780
17509	7230	780	1	1	780
17510	7231	780	1	1	780
9315	6042	779	1	1	779
5961	6042	776	1	1	776
7819	6042	194	4	4	776
21032	7209	776	1	1	776
21033	7210	776	1	1	776
21034	7211	776	1	1	776
21035	7212	776	1	1	776
21051	7232	776	1	1	776
21052	7233	776	1	1	776
21053	7234	776	1	1	776
21054	7235	776	1	1	776
23350	7206	776	1	1	776
23351	7207	776	1	1	776
23352	7208	776	1	1	776
23374	7229	776	1	1	776
23375	7230	776	1	1	776
23376	7231	776	1	1	776
36142	26248	776	1	1	776
9063	6042	775	1	1	775
6665	6042	129	6	6	774
9119	6042	772	1	1	772
16185	7209	772	1	1	772
16186	7210	772	1	1	772
16187	7211	772	1	1	772
16188	7267	772	1	1	772
16189	7268	772	1	1	772
16190	7212	772	1	1	772
16207	7232	772	1	1	772
16208	7233	772	1	1	772
16209	7234	772	1	1	772
16210	7270	772	1	1	772
16211	7271	772	1	1	772
16212	7235	772	1	1	772
3589	3363	96	8	8	768
3590	3364	96	8	8	768
3591	3365	96	8	8	768
5146	5341	768	1	1	768
5156	5357	768	1	1	768
5157	5358	768	1	1	768
16932	7601	768	1	2	768
16936	7603	768	1	1	768
18184	7209	256	3	3	768
18185	7210	256	3	3	768
18186	7211	256	3	3	768
18188	7212	256	3	3	768
18202	7232	256	3	3	768
18203	7233	256	3	3	768
18204	7234	256	3	3	768
18206	7235	256	3	3	768
19833	7693	768	1	2	768
24427	10820	768	1	1	768
24712	11522	32	24	24	768
24718	11547	32	24	24	768
24966	12932	32	24	24	768
27635	22984	32	24	24	768
27649	23030	32	24	24	768
28376	23893	32	24	24	768
29439	25970	32	24	24	768
33360	37698	32	24	48	768
33492	38136	32	24	24	768
38358	53572	32	24	24	768
38359	53574	32	24	24	768
39084	56905	32	24	24	768
39143	57135	32	24	24	768
39159	57204	32	24	24	768
39175	57263	32	24	24	768
39562	59079	32	24	24	768
8083	6042	766	1	1	766
7587	6042	762	1	1	762
6049	6042	152	5	5	760
14552	7238	152	5	6	760
14553	7239	152	5	6	760
14554	7240	152	5	6	760
6263	6042	253	3	3	759
8877	6042	759	1	1	759
9907	6042	757	1	1	757
9845	6042	756	1	1	756
7747	6042	755	1	1	755
24478	10910	755	1	1	755
7173	6042	753	1	1	753
9517	6042	251	3	3	753
16383	7335	752	1	4	752
18078	7209	752	1	1	752
18079	7210	752	1	1	752
18080	7211	752	1	1	752
18081	7268	752	1	1	752
18082	7212	752	1	1	752
18095	7232	752	1	1	752
18096	7233	752	1	1	752
18097	7234	752	1	1	752
18098	7271	752	1	1	752
18099	7235	752	1	1	752
22112	7268	376	2	2	752
22132	7271	376	2	2	752
9251	6042	751	1	1	751
8845	6042	750	1	1	750
4243	3752	372	2	2	744
4244	3753	372	2	2	744
4245	3754	372	2	2	744
6199	6042	93	8	8	744
6519	6042	248	3	3	744
11741	6062	248	3	3	744
11742	6063	248	3	3	744
11743	6064	248	3	3	744
11744	6065	248	3	3	744
16320	7206	744	1	1	744
16321	7207	744	1	1	744
16322	7208	744	1	1	744
16340	7229	744	1	1	744
16341	7230	744	1	1	744
16342	7231	744	1	1	744
17956	7206	372	2	2	744
17957	7207	372	2	2	744
17958	7208	372	2	2	744
17981	7229	372	2	2	744
17982	7230	372	2	2	744
17983	7231	372	2	2	744
8191	6042	743	1	1	743
8113	6042	742	1	1	742
3856	3465	19	39	39	741
5647	5841	20	37	37	740
8907	6042	740	1	1	740
9065	6042	736	1	1	736
15466	7209	368	2	2	736
15467	7210	368	2	2	736
15468	7211	368	2	2	736
15469	7268	368	2	2	736
15470	7212	368	2	2	736
15486	7232	368	2	2	736
15487	7233	368	2	2	736
15488	7234	368	2	2	736
15489	7271	368	2	2	736
15490	7235	368	2	2	736
15774	7206	368	2	2	736
15775	7207	368	2	2	736
15776	7208	368	2	2	736
15799	7229	368	2	2	736
15800	7230	368	2	2	736
15801	7231	368	2	2	736
8895	6042	735	1	1	735
28415	21444	735	1	1	735
28074	21444	733	1	1	733
6841	6042	366	2	2	732
9899	6042	732	1	1	732
6443	6042	731	1	1	731
8697	6042	365	2	2	730
21491	7268	728	1	1	728
21504	7271	728	1	1	728
8703	6042	727	1	1	727
6689	6042	121	6	6	726
6691	6042	363	2	2	726
28136	21444	726	1	1	726
6655	6042	145	5	5	725
7723	6042	725	1	1	725
7663	6042	721	1	1	721
3567	3363	72	10	10	720
3568	3364	72	10	10	720
3569	3365	72	10	10	720
3940	3541	16	45	45	720
4186	3752	24	30	30	720
4187	3753	24	30	30	720
4188	3754	24	30	30	720
4275	3771	16	45	45	720
4276	3772	16	45	45	720
13572	7206	360	2	2	720
13573	7207	360	2	2	720
13574	7208	360	2	2	720
13592	7229	360	2	2	720
13593	7230	360	2	2	720
13594	7231	360	2	2	720
14732	7206	720	1	1	720
14733	7207	720	1	1	720
14734	7208	720	1	1	720
14754	7229	720	1	1	720
14755	7230	720	1	1	720
14756	7231	720	1	1	720
6323	6042	239	3	3	717
6659	6042	358	2	2	716
9587	6042	715	1	1	715
6357	6042	713	1	1	713
3918	3536	4	178	178	712
3919	3537	4	178	178	712
6925	6042	354	2	2	708
6759	6042	235	3	3	705
9909	6042	705	1	1	705
4200	3752	64	11	11	704
4201	3753	64	11	11	704
4202	3754	64	11	11	704
8643	6042	352	2	2	704
14790	7206	176	4	4	704
14791	7207	176	4	4	704
14792	7208	176	4	4	704
14808	7229	176	4	4	704
14809	7230	176	4	4	704
14810	7231	176	4	4	704
18026	7206	704	1	1	704
18027	7207	704	1	1	704
18028	7208	704	1	1	704
18046	7229	704	1	1	704
18047	7230	704	1	1	704
18048	7231	704	1	1	704
8095	6042	702	1	1	702
9825	6042	701	1	1	701
5593	5806	12	58	58	696
7901	6042	696	1	1	696
16096	7209	696	1	1	696
16097	7210	696	1	1	696
16098	7211	696	1	1	696
16099	7267	696	1	1	696
16100	7268	696	1	1	696
16101	7212	696	1	1	696
16117	7232	696	1	1	696
16118	7233	696	1	1	696
16119	7234	696	1	1	696
16120	7270	696	1	1	696
16121	7271	696	1	1	696
16122	7235	696	1	1	696
6209	6042	231	3	3	693
8081	6042	692	1	1	692
9591	6042	691	1	1	691
7613	6042	230	3	3	690
6511	6042	86	8	8	688
8349	6042	688	1	1	688
14880	7209	688	1	1	688
14881	7210	688	1	1	688
14882	7211	688	1	1	688
14886	7267	688	1	1	688
14887	7268	688	1	1	688
14888	7304	688	1	1	688
14889	7212	688	1	1	688
14906	7232	688	1	1	688
14907	7233	688	1	1	688
14908	7234	688	1	1	688
14909	7270	688	1	1	688
14910	7271	688	1	1	688
14911	7305	688	1	1	688
14912	7235	688	1	1	688
15225	7206	688	1	1	688
15226	7207	688	1	1	688
15227	7208	688	1	1	688
15246	7229	688	1	1	688
15247	7230	688	1	1	688
15248	7231	688	1	1	688
8187	6042	137	5	5	685
4295	3752	684	1	1	684
4296	3753	684	1	1	684
4297	3754	684	1	1	684
3733	3445	10	68	68	680
3734	3446	10	68	68	680
4551	3896	10	68	68	680
6469	6042	170	4	4	680
12551	6542	680	1	1	680
13159	7179	680	1	1	680
13172	7198	680	1	1	680
18411	7267	680	1	1	680
18429	7270	680	1	1	680
19174	7206	680	1	1	680
19175	7207	680	1	1	680
19176	7208	680	1	1	680
19180	7313	680	1	1	680
19198	7229	680	1	1	680
19199	7230	680	1	1	680
19200	7231	680	1	1	680
19207	7315	680	1	1	680
29241	25383	10	68	68	680
7251	6042	339	2	2	678
8209	6042	226	3	3	678
6943	6042	337	2	2	674
4133	3752	112	6	6	672
4134	3753	112	6	6	672
4135	3754	112	6	6	672
5863	6042	672	1	1	672
7049	6042	96	7	7	672
7241	6042	168	4	4	672
10415	6059	168	4	4	672
13717	7267	672	1	1	672
13737	7270	672	1	1	672
18605	7304	672	1	1	672
18618	7305	672	1	1	672
37500	34030	672	1	12	672
9799	6042	671	1	1	671
9415	6042	335	2	2	670
4421	3752	668	1	1	668
4422	3753	668	1	1	668
4423	3754	668	1	1	668
13475	7206	668	1	1	668
13476	7207	668	1	1	668
13477	7208	668	1	1	668
13494	7229	668	1	1	668
13495	7230	668	1	1	668
13496	7231	668	1	1	668
31826	33926	4	167	10354	668
31936	33956	4	167	10354	668
32046	33986	4	167	7682	668
8837	6042	666	1	1	666
28196	21444	664	1	1	664
8861	6042	662	1	1	662
9897	6042	661	1	1	661
6881	6042	220	3	3	660
27731	22079	44	15	17	660
28172	21444	659	1	1	659
18355	7209	328	2	2	656
18356	7210	328	2	2	656
18357	7211	328	2	2	656
18362	7212	328	2	2	656
18376	7232	328	2	2	656
18377	7233	328	2	2	656
18378	7234	328	2	2	656
18380	7235	328	2	2	656
18808	7206	328	2	2	656
18809	7207	328	2	2	656
18810	7208	328	2	2	656
18824	7229	328	2	2	656
18825	7230	328	2	2	656
18826	7231	328	2	2	656
8435	6042	130	5	5	650
6373	6042	649	1	1	649
3939	3541	8	81	81	648
3582	3363	80	8	8	640
3583	3364	80	8	8	640
3584	3365	80	8	8	640
3731	3447	20	32	32	640
3732	3448	20	32	32	640
6657	6042	128	5	5	640
12504	6473	640	1	1	640
13821	7209	640	1	1	640
13822	7210	640	1	1	640
13823	7211	640	1	1	640
13824	7267	640	1	1	640
13825	7268	640	1	1	640
13826	7212	640	1	1	640
13842	7232	640	1	1	640
13843	7233	640	1	1	640
13844	7234	640	1	1	640
13845	7270	640	1	1	640
13846	7271	640	1	1	640
13847	7235	640	1	1	640
18302	7209	320	2	2	640
18303	7210	320	2	2	640
18304	7211	320	2	2	640
18309	7212	320	2	2	640
18323	7232	320	2	2	640
18324	7233	320	2	2	640
18325	7234	320	2	2	640
18327	7235	320	2	2	640
19986	7840	640	1	1	640
20044	7909	640	1	1	640
8161	6042	637	1	1	637
7775	6042	318	2	2	636
14883	7264	212	3	3	636
14884	7265	212	3	3	636
14885	7266	212	3	3	636
14913	7272	212	3	3	636
14914	7273	212	3	3	636
14915	7274	212	3	3	636
14949	7206	632	1	1	632
14950	7207	632	1	1	632
14951	7208	632	1	1	632
14970	7229	632	1	1	632
14971	7230	632	1	1	632
14972	7231	632	1	1	632
19276	7209	632	1	1	632
19277	7210	632	1	1	632
19278	7211	632	1	1	632
19279	7267	632	1	1	632
19280	7268	632	1	1	632
19281	7304	632	1	1	632
19282	7212	632	1	1	632
19298	7232	632	1	1	632
19299	7233	632	1	1	632
19300	7234	632	1	1	632
19301	7270	632	1	1	632
19302	7271	632	1	1	632
19303	7305	632	1	1	632
19304	7235	632	1	1	632
6593	6042	210	3	3	630
31844	33928	14	45	2790	630
31954	33958	14	45	2790	630
32064	33988	14	45	2070	630
4286	3752	628	1	1	628
4287	3753	628	1	1	628
4288	3754	628	1	1	628
3616	3363	312	2	2	624
3617	3364	312	2	2	624
3618	3365	312	2	2	624
3631	3363	124	5	5	620
3632	3364	124	5	5	620
3633	3365	124	5	5	620
4183	3752	20	31	31	620
4184	3753	20	31	31	620
4185	3754	20	31	31	620
4238	3752	620	1	1	620
4239	3753	620	1	1	620
4240	3754	620	1	1	620
7207	6042	310	2	2	620
7905	6042	124	5	5	620
17351	7209	616	1	1	616
17352	7210	616	1	1	616
17353	7211	616	1	1	616
17354	7268	616	1	1	616
17355	7212	616	1	1	616
17368	7232	616	1	1	616
17369	7233	616	1	1	616
17370	7234	616	1	1	616
17371	7271	616	1	1	616
17372	7235	616	1	1	616
18545	7206	616	1	1	616
18546	7207	616	1	1	616
18547	7208	616	1	1	616
18561	7229	616	1	1	616
18562	7230	616	1	1	616
18563	7231	616	1	1	616
28302	21444	616	1	1	616
33380	37724	88	7	9	616
7447	6042	615	1	1	615
6353	6042	614	1	1	614
8855	6042	612	1	1	612
12016	6062	612	1	1	612
12017	6063	612	1	1	612
12018	6064	612	1	1	612
12019	6065	612	1	1	612
7849	6042	609	1	1	609
6909	6042	304	2	2	608
12032	6062	608	1	1	608
12033	6063	608	1	1	608
12034	6064	608	1	1	608
12035	6065	608	1	1	608
18250	7206	304	2	2	608
18251	7207	304	2	2	608
18252	7208	304	2	2	608
18270	7229	304	2	2	608
18271	7230	304	2	2	608
18272	7231	304	2	2	608
22206	7206	608	1	1	608
22207	7207	608	1	1	608
22208	7208	608	1	1	608
22226	7229	608	1	1	608
22227	7230	608	1	1	608
22228	7231	608	1	1	608
39468	8238	608	1	875	608
8501	6042	604	1	1	604
8909	6042	602	1	1	602
9775	6042	301	2	2	602
3610	3363	120	5	5	600
3611	3364	120	5	5	600
3612	3365	120	5	5	600
4203	3752	40	15	15	600
4204	3753	40	15	15	600
4205	3754	40	15	15	600
7133	6042	200	3	3	600
13345	7277	120	5	75	600
13346	7278	120	5	75	600
13347	7279	120	5	75	600
15518	7209	600	1	1	600
15519	7210	600	1	1	600
15520	7211	600	1	1	600
15521	7267	600	1	1	600
15522	7268	600	1	1	600
15523	7212	600	1	1	600
15539	7232	600	1	1	600
15540	7233	600	1	1	600
15541	7234	600	1	1	600
15542	7270	600	1	1	600
15543	7271	600	1	1	600
15544	7235	600	1	1	600
22550	7206	200	3	3	600
22551	7207	200	3	3	600
22552	7208	200	3	3	600
22567	7229	200	3	3	600
22568	7230	200	3	3	600
22569	7231	200	3	3	600
32172	34025	10	60	2160	600
7717	6042	598	1	1	598
9697	6042	299	2	2	598
6705	6042	149	4	4	596
7303	6042	596	1	1	596
12036	6062	596	1	1	596
12037	6063	596	1	1	596
12038	6064	596	1	1	596
12039	6065	596	1	1	596
15279	7206	596	1	1	596
15280	7207	596	1	1	596
15281	7208	596	1	1	596
15304	7229	596	1	1	596
15305	7230	596	1	1	596
15306	7231	596	1	1	596
6311	6042	99	6	6	594
8565	6042	593	1	1	593
4262	3752	592	1	1	592
4263	3753	592	1	1	592
4264	3754	592	1	1	592
7839	6042	148	4	4	592
8809	6042	296	2	2	592
9529	6042	591	1	1	591
8893	6042	589	1	1	589
7219	6042	294	2	2	588
7979	6042	196	3	3	588
9561	6042	588	1	1	588
28183	21444	587	1	1	587
4522	3875	8	73	73	584
6647	6042	146	4	4	584
7811	6042	584	1	1	584
13370	7206	580	1	1	580
13371	7207	580	1	1	580
13372	7208	580	1	1	580
13390	7229	580	1	1	580
13391	7230	580	1	1	580
13392	7231	580	1	1	580
31836	33926	10	58	3596	580
31946	33956	10	58	3596	580
32056	33986	10	58	2668	580
4289	3752	576	1	1	576
4290	3753	576	1	1	576
4291	3754	576	1	1	576
4415	3752	288	2	2	576
4416	3753	288	2	2	576
4417	3754	288	2	2	576
4559	3914	576	1	1	576
7053	6042	576	1	1	576
7217	6042	192	3	3	576
13238	7268	288	2	2	576
13260	7271	288	2	2	576
13601	7277	144	4	52	576
13602	7278	144	4	52	576
13603	7279	144	4	52	576
25596	16213	48	12	12	576
27907	21600	72	8	8	576
8663	6042	572	1	1	572
19959	7804	4	143	12871	572
20009	7851	4	143	12728	572
20067	7920	4	143	12871	572
27736	21628	44	13	13	572
27754	21699	44	13	13	572
7101	6042	285	2	2	570
28336	21444	570	1	1	570
4327	3752	568	1	1	568
4328	3753	568	1	1	568
4329	3754	568	1	1	568
8787	6042	567	1	1	567
7113	6042	188	3	3	564
12028	6062	564	1	1	564
12029	6063	564	1	1	564
12030	6064	564	1	1	564
12031	6065	564	1	1	564
15649	7206	564	1	1	564
15650	7207	564	1	1	564
15651	7208	564	1	1	564
15669	7229	564	1	1	564
15670	7230	564	1	1	564
15671	7231	564	1	1	564
7823	6042	563	1	1	563
8235	6042	112	5	5	560
25366	15018	560	1	1	560
26144	16743	560	1	1	560
31079	32767	28	20	78	560
31084	32778	28	20	6627	560
31339	32791	28	20	6627	560
31463	32796	28	20	6525	560
31608	32804	28	20	6525	560
31639	6977	28	20	255591	560
28547	21444	559	1	1	559
3811	3465	9	62	62	558
9229	6042	279	2	2	558
7127	6042	139	4	4	556
14372	7209	184	3	3	552
14373	7210	184	3	3	552
14374	7211	184	3	3	552
14379	7212	184	3	3	552
14396	7232	184	3	3	552
14397	7233	184	3	3	552
14398	7234	184	3	3	552
14400	7235	184	3	3	552
24631	11280	552	1	1	552
6755	6042	550	1	1	550
8497	6042	275	2	2	550
21206	7206	548	1	1	548
21207	7207	548	1	1	548
21208	7208	548	1	1	548
21225	7229	548	1	1	548
21226	7230	548	1	1	548
21227	7231	548	1	1	548
21422	7209	548	1	1	548
21423	7210	548	1	1	548
21424	7211	548	1	1	548
21425	7267	548	1	1	548
21426	7268	548	1	1	548
21427	7212	548	1	1	548
6981	6042	42	13	13	546
7031	6042	91	6	6	546
9	26	544	1	1	544
3634	3363	136	4	4	544
3635	3364	136	4	4	544
3636	3365	136	4	4	544
3742	3445	8	68	68	544
3743	3446	8	68	68	544
15783	7267	544	1	1	544
15805	7270	544	1	1	544
17720	7206	272	2	2	544
17721	7207	272	2	2	544
17722	7208	272	2	2	544
17742	7229	272	2	2	544
17743	7230	272	2	2	544
17744	7231	272	2	2	544
18722	7209	272	2	2	544
18723	7210	272	2	2	544
18724	7211	272	2	2	544
18725	7267	272	2	2	544
18726	7268	272	2	2	544
18727	7212	272	2	2	544
18740	7232	272	2	2	544
18741	7233	272	2	2	544
18742	7234	272	2	2	544
18743	7270	272	2	2	544
18744	7271	272	2	2	544
18745	7235	272	2	2	544
19273	7206	544	1	1	544
19274	7207	544	1	1	544
19275	7208	544	1	1	544
19295	7229	544	1	1	544
19296	7230	544	1	1	544
19297	7231	544	1	1	544
3628	3363	108	5	5	540
3629	3364	108	5	5	540
3630	3365	108	5	5	540
5587	5806	36	15	15	540
15005	7206	540	1	1	540
15006	7207	540	1	1	540
15007	7208	540	1	1	540
15025	7229	540	1	1	540
15026	7230	540	1	1	540
15027	7231	540	1	1	540
32749	32767	36	15	38	540
32756	32778	36	15	2809	540
32760	32791	36	15	2809	540
32765	32796	36	15	2759	540
32776	32804	36	15	2759	540
32782	6977	36	15	107905	540
8483	6042	269	2	2	538
7201	6042	179	3	3	537
6499	6042	536	1	1	536
18866	7206	536	1	1	536
18867	7207	536	1	1	536
18868	7208	536	1	1	536
18881	7229	536	1	1	536
18882	7230	536	1	1	536
18883	7231	536	1	1	536
7147	6042	267	2	2	534
6565	6042	533	1	1	533
7253	6042	266	2	2	532
3540	3363	8	66	66	528
3541	3364	8	66	66	528
3542	3365	8	66	66	528
4258	3752	528	1	1	528
4259	3753	528	1	1	528
4260	3754	528	1	1	528
11757	6062	264	2	2	528
11758	6063	264	2	2	528
11759	6064	264	2	2	528
11760	6065	264	2	2	528
31166	7926	16	33	2970	528
31167	7927	16	33	2970	528
31421	7810	16	33	2970	528
31422	7811	16	33	2970	528
31545	7857	16	33	2937	528
31546	7858	16	33	2937	528
46	157	522	1	1	522
22361	7206	260	2	2	520
22362	7207	260	2	2	520
22363	7208	260	2	2	520
22377	7229	260	2	2	520
22378	7230	260	2	2	520
22379	7231	260	2	2	520
5927	6042	517	1	1	517
6129	6042	172	3	3	516
6329	6042	258	2	2	516
6463	6042	257	2	2	514
32171	34025	9	57	2052	513
3643	3363	128	4	4	512
3644	3364	128	4	4	512
3645	3365	128	4	4	512
4212	3778	32	16	16	512
4471	3784	256	2	2	512
4472	3785	256	2	2	512
5224	5421	512	1	1	512
5770	5955	512	1	1	512
7999	6042	512	1	1	512
11761	6062	256	2	2	512
11762	6063	256	2	2	512
11763	6064	256	2	2	512
11764	6065	256	2	2	512
15036	7241	512	1	44	512
15037	7242	512	1	44	512
15038	7243	512	1	44	512
15039	7244	512	1	44	512
15040	7245	512	1	44	512
15041	7276	512	1	44	512
15042	7247	512	1	44	512
15043	7248	512	1	44	512
15044	7249	512	1	44	512
16152	7267	512	1	1	512
16170	7270	512	1	1	512
16174	7275	512	1	39	512
18187	7267	256	2	2	512
18205	7270	256	2	2	512
24398	10740	512	1	1	512
24399	10742	512	1	1	512
24400	10744	512	1	1	512
24428	10821	512	1	1	512
29222	25363	512	1	1	512
30122	29100	512	1	1	512
30976	32759	512	1	133	512
36359	47060	512	1	1	512
6015	6042	85	6	6	510
28481	21444	509	1	1	509
6053	6042	504	1	1	504
7105	6042	126	4	4	504
14460	7206	84	6	6	504
14461	7207	84	6	6	504
14462	7208	84	6	6	504
14484	7229	84	6	6	504
14485	7230	84	6	6	504
14486	7231	84	6	6	504
15919	7209	168	3	3	504
15920	7210	168	3	3	504
15921	7211	168	3	3	504
15926	7212	168	3	3	504
15943	7232	168	3	3	504
15944	7233	168	3	3	504
15945	7234	168	3	3	504
15947	7235	168	3	3	504
23203	7209	504	1	1	504
23204	7210	504	1	1	504
23205	7211	504	1	1	504
23206	7212	504	1	1	504
23219	7232	504	1	1	504
23220	7233	504	1	1	504
23221	7234	504	1	1	504
23222	7235	504	1	1	504
28305	21444	502	1	1	502
8309	6042	100	5	5	500
4453	3752	496	1	1	496
4454	3753	496	1	1	496
4455	3754	496	1	1	496
12420	6309	496	1	2	496
17959	7209	496	1	1	496
17960	7210	496	1	1	496
17961	7211	496	1	1	496
17965	7267	496	1	1	496
17966	7268	496	1	1	496
17967	7212	496	1	1	496
17984	7232	496	1	1	496
17985	7233	496	1	1	496
17986	7234	496	1	1	496
17987	7270	496	1	1	496
17988	7271	496	1	1	496
17989	7235	496	1	1	496
22644	7206	496	1	1	496
22645	7207	496	1	1	496
22646	7208	496	1	1	496
22662	7229	496	1	1	496
22663	7230	496	1	1	496
22664	7231	496	1	1	496
31835	33928	29	17	1054	493
31945	33958	29	17	1054	493
32055	33988	29	17	782	493
5595	5813	488	1	1	488
6669	6042	122	4	4	488
8307	6042	81	6	6	486
31845	33928	18	27	1674	486
31955	33958	18	27	1674	486
32065	33988	18	27	1242	486
9331	6042	242	2	2	484
19242	7268	484	1	1	484
19243	7314	484	1	1	484
19259	7271	484	1	1	484
19261	7316	484	1	1	484
20956	7206	484	1	1	484
20957	7207	484	1	1	484
20958	7208	484	1	1	484
20971	7229	484	1	1	484
20972	7230	484	1	1	484
20973	7231	484	1	1	484
3646	3363	480	1	1	480
3647	3364	480	1	1	480
3648	3365	480	1	1	480
3947	3541	48	10	10	480
4241	3784	120	4	4	480
4242	3785	120	4	4	480
11717	6062	240	2	2	480
11718	6063	240	2	2	480
11719	6064	240	2	2	480
11720	6065	240	2	2	480
14306	7209	160	3	3	480
14307	7210	160	3	3	480
14308	7211	160	3	3	480
14312	7267	160	3	3	480
14313	7212	160	3	3	480
14330	7232	160	3	3	480
14331	7233	160	3	3	480
14332	7234	160	3	3	480
14333	7270	160	3	3	480
14334	7235	160	3	3	480
15571	7206	160	3	3	480
15572	7207	160	3	3	480
15573	7208	160	3	3	480
15586	7229	160	3	3	480
15587	7230	160	3	3	480
15588	7231	160	3	3	480
17678	7209	240	2	2	480
17679	7210	240	2	2	480
17680	7211	240	2	2	480
17682	7212	240	2	2	480
17696	7232	240	2	2	480
17697	7233	240	2	2	480
17698	7234	240	2	2	480
17700	7235	240	2	2	480
17727	7268	480	1	1	480
17749	7271	480	1	1	480
18452	7206	240	2	2	480
18453	7207	240	2	2	480
18454	7208	240	2	2	480
18467	7229	240	2	2	480
18468	7230	240	2	2	480
18469	7231	240	2	2	480
19870	7724	480	1	1	480
24558	11083	480	1	1	480
31834	33926	9	53	3286	477
31944	33956	9	53	3286	477
32054	33986	9	53	2438	477
6721	6042	119	4	4	476
12024	6062	476	1	1	476
12025	6063	476	1	1	476
12026	6064	476	1	1	476
12027	6065	476	1	1	476
22326	7209	476	1	1	476
22327	7210	476	1	1	476
22328	7211	476	1	1	476
22329	7212	476	1	1	476
22342	7232	476	1	1	476
22343	7233	476	1	1	476
22344	7234	476	1	1	476
22345	7235	476	1	1	476
6321	6042	237	2	2	474
4459	3752	472	1	1	472
4460	3753	472	1	1	472
4461	3754	472	1	1	472
16171	7238	472	1	46	472
16172	7239	472	1	46	472
16173	7240	472	1	46	472
18604	7313	472	1	1	472
18619	7315	472	1	1	472
4589	3968	468	1	1	468
6743	6042	117	4	4	468
8751	6042	468	1	1	468
28213	21444	465	1	1	465
4179	3752	16	29	29	464
4180	3753	16	29	29	464
4181	3754	16	29	29	464
8773	6042	232	2	2	464
13663	7209	232	2	2	464
13664	7210	232	2	2	464
13665	7211	232	2	2	464
13666	7212	232	2	2	464
13682	7232	232	2	2	464
13683	7233	232	2	2	464
13684	7234	232	2	2	464
13685	7235	232	2	2	464
22106	7206	232	2	2	464
22107	7207	232	2	2	464
22108	7208	232	2	2	464
22126	7229	232	2	2	464
